"ID_MAGASIN";"ID_FAMILLE_PRODUIT";"ID_TEMPS";"VENTES_OBJECTIF";"VENTES_REEL";"CA_OBJECTIF";"CA_REEL";"MARGE_OBJECTIF";"MARGE_REEL";"DATE_MAJ"
11;3;"201506";62;574;1348;5537.39;18;25;25/03/16
12;1;"201506";876;468;9364;6587.63;11;61;25/03/16
12;2;"201506";885;709;1934;9606.03;11;29;25/03/16
12;3;"201506";804;197;9535;622.79;0;16;25/03/16
25;1;"201506";74;163;822;45.31;14;92;25/03/16
25;2;"201506";493;541;5155;7174.38;40;10;25/03/16
25;3;"201506";166;174;7260;9693.82;82;87;25/03/16
32;1;"201506";49;951;5603;9362.69;71;72;25/03/16
32;2;"201506";514;524;7819;5981.96;91;89;25/03/16
32;3;"201506";248;692;5193;6138.38;29;89;25/03/16
1;1;"201506";122;565;5408;6138.05;57;36;25/03/16
1;2;"201506";249;663;5101;5702.84;46;26;25/03/16
1;3;"201506";498;2;582;7647.83;60;24;25/03/16
2;1;"201506";267;548;5813;6391.24;9;83;25/03/16
2;2;"201506";816;942;1670;5998.12;44;50;25/03/16
2;3;"201506";957;799;2300;7416.57;72;86;25/03/16
3;1;"201506";603;784;2101;1647.09;33;43;25/03/16
3;2;"201506";159;805;9031;1962.52;45;29;25/03/16
3;3;"201506";759;797;3430;6865.04;90;87;25/03/16
4;1;"201506";522;729;6096;852.63;40;22;25/03/16
4;2;"201506";141;828;316;3430.91;44;13;25/03/16
20;1;"201506";54;834;359;1006.17;34;58;25/03/16
20;2;"201506";537;18;9413;3114.76;62;90;25/03/16
20;3;"201506";22;503;2984;2412.62;0;76;25/03/16
21;1;"201506";119;939;481;4627.75;17;81;25/03/16
21;2;"201506";594;243;7676;405.08;34;100;25/03/16
21;3;"201506";706;414;8399;8533.09;62;73;25/03/16
22;1;"201506";640;351;6840;1344.58;42;21;25/03/16
22;2;"201506";599;931;3627;7875.7;39;26;25/03/16
22;3;"201506";679;903;6396;5706.74;33;71;25/03/16
23;1;"201506";109;271;7186;4862.43;6;52;25/03/16
23;2;"201506";487;759;3055;5979.2;61;20;25/03/16
23;3;"201506";407;759;9220;6231.47;5;71;25/03/16
24;1;"201506";429;965;2158;4140.94;86;83;25/03/16
24;2;"201506";253;994;6892;2292.5;25;87;25/03/16
24;3;"201506";727;347;8525;47.62;31;56;25/03/16
4;3;"201506";25;397;6165;852.72;74;78;25/03/16
5;1;"201506";42;164;525;6567.85;64;67;25/03/16
5;2;"201506";928;166;1192;1363.59;15;99;25/03/16
5;3;"201506";170;878;8133;8764.7;37;5;25/03/16
6;1;"201506";507;500;9543;5271.09;87;17;25/03/16
6;2;"201506";844;389;1010;2172.37;90;51;25/03/16
6;3;"201506";603;917;6783;8052.46;51;34;25/03/16
13;1;"201506";843;823;51;3957.64;96;4;25/03/16
13;2;"201506";1000;659;4795;4429.48;56;53;25/03/16
13;3;"201506";379;677;4325;4476.54;15;24;25/03/16
14;1;"201506";325;981;3665;6495.26;18;39;25/03/16
14;2;"201506";242;98;2480;2709.89;38;40;25/03/16
14;3;"201506";788;160;3758;6415.08;96;31;25/03/16
15;1;"201506";176;297;8259;1339.95;41;44;25/03/16
15;2;"201506";101;916;7780;9575.55;9;71;25/03/16
15;3;"201506";223;130;5690;5110.06;58;69;25/03/16
26;1;"201506";547;890;7139;162.88;99;24;25/03/16
26;2;"201506";385;50;5002;8524.89;73;36;25/03/16
26;3;"201506";51;751;7669;2217.62;49;16;25/03/16
27;1;"201506";97;748;9906;6792.79;2;84;25/03/16
27;2;"201506";997;807;1276;3167.44;70;60;25/03/16
27;3;"201506";89;178;3670;8638.49;32;83;25/03/16
28;1;"201506";702;470;8752;1353.51;66;66;25/03/16
28;2;"201506";563;879;4121;3257.21;96;20;25/03/16
28;3;"201506";854;53;6425;1041.56;43;76;25/03/16
29;1;"201506";218;464;729;9915.59;20;24;25/03/16
29;2;"201506";872;819;8219;7569.06;77;21;25/03/16
29;3;"201506";829;626;6561;9697.85;97;25;25/03/16
30;1;"201506";776;138;5360;2703.44;42;74;25/03/16
30;2;"201506";48;403;3598;428.66;10;36;25/03/16
30;3;"201506";451;363;1015;7144.46;60;32;25/03/16
31;1;"201506";714;857;9430;6226.76;29;76;25/03/16
31;2;"201506";733;876;460;3345.61;7;17;25/03/16
31;3;"201506";874;540;117;8565.09;15;25;25/03/16
38;1;"201506";22;527;3068;4421.92;25;71;25/03/16
38;2;"201506";958;862;6970;1982.11;85;25;25/03/16
38;3;"201506";197;237;6496;9939.14;45;38;25/03/16
39;1;"201506";192;448;6739;5350.69;98;32;25/03/16
39;2;"201506";330;294;4122;970.88;27;91;25/03/16
39;3;"201506";411;83;7006;7562.42;43;61;25/03/16
40;1;"201506";871;125;6219;2710.51;86;52;25/03/16
40;2;"201506";460;519;1183;6413.56;42;88;25/03/16
40;3;"201506";714;658;9696;2558.8;91;44;25/03/16
41;1;"201506";731;733;643;83.29;73;2;25/03/16
41;2;"201506";93;803;3272;6852.75;42;97;25/03/16
41;3;"201506";963;200;4090;3553.01;28;37;25/03/16
42;1;"201506";437;952;5340;6025.74;24;3;25/03/16
42;2;"201506";85;520;7599;3998.96;31;100;25/03/16
42;3;"201506";191;324;8490;7435.24;18;45;25/03/16
43;1;"201506";75;514;4244;7432.06;57;16;25/03/16
43;2;"201506";115;291;975;5649.28;23;8;25/03/16
43;3;"201506";536;570;2032;6972.5;53;17;25/03/16
36;1;"201506";12;698;248;5924.24;58;11;25/03/16
36;2;"201506";126;143;5653;2863.7;46;59;25/03/16
36;3;"201506";384;889;2306;8397.7;63;78;25/03/16
37;1;"201506";109;716;3503;4786.43;5;38;25/03/16
37;2;"201506";213;681;8255;3845.09;67;68;25/03/16
37;3;"201506";880;615;7878;703.54;61;66;25/03/16
19;1;"201506";437;11;8633;5014.89;86;99;25/03/16
19;2;"201506";941;450;2635;4421.29;31;55;25/03/16
19;3;"201506";720;140;9518;8679.8;84;76;25/03/16
45;1;"201506";298;421;3501;8088.84;48;19;25/03/16
45;2;"201506";483;342;6835;7240.88;15;15;25/03/16
45;3;"201506";151;682;1014;4572.62;68;82;25/03/16
46;1;"201506";966;790;8635;759.01;19;26;25/03/16
46;2;"201506";974;916;7877;3331.3;2;40;25/03/16
46;3;"201506";797;186;3441;5188.77;5;37;25/03/16
47;1;"201506";886;764;3203;9139.66;18;36;25/03/16
47;2;"201506";888;955;4340;2235.1;69;14;25/03/16
47;3;"201506";557;232;3999;9004.89;57;35;25/03/16
48;1;"201506";749;154;7290;330.75;14;32;25/03/16
48;2;"201506";200;762;3931;4321.29;14;48;25/03/16
48;3;"201506";881;910;9278;5510.95;53;6;25/03/16
33;1;"201506";742;986;5702;4606.18;87;95;25/03/16
33;2;"201506";383;427;2641;8800.15;86;55;25/03/16
33;3;"201506";111;173;1413;9099.97;16;64;25/03/16
34;1;"201506";912;131;9243;6933.58;98;78;25/03/16
34;2;"201506";655;534;1473;9225.02;43;4;25/03/16
34;3;"201506";479;166;9098;2306.65;81;99;25/03/16
35;1;"201506";445;554;6984;1067.63;90;39;25/03/16
35;2;"201506";552;830;9463;6655.42;57;91;25/03/16
35;3;"201506";355;425;8231;3915.87;80;57;25/03/16
44;1;"201506";2;692;368;9222.84;10;96;25/03/16
44;2;"201506";610;550;4096;7791.88;81;89;25/03/16
44;3;"201506";629;746;3397;5107.59;67;96;25/03/16
16;1;"201505";432;894;7977;9728.14;83;76;25/03/16
16;2;"201505";660;285;3140;6932.47;97;61;25/03/16
16;3;"201505";437;635;442;3945.37;56;21;25/03/16
17;1;"201505";478;367;1863;7301.18;19;46;25/03/16
17;2;"201505";214;535;9390;1761.92;75;82;25/03/16
17;3;"201505";715;597;6154;7189.05;68;16;25/03/16
18;1;"201505";31;865;88;8071.5;66;40;25/03/16
18;2;"201505";531;353;2617;425.56;6;8;25/03/16
18;3;"201505";735;316;9404;3749.65;34;9;25/03/16
7;1;"201505";372;633;4539;6048.69;12;74;25/03/16
7;2;"201505";312;137;3545;3015.35;22;36;25/03/16
7;3;"201505";853;261;88;3006.71;94;27;25/03/16
8;1;"201505";695;590;8254;6728.01;61;13;25/03/16
8;2;"201505";155;422;8569;865.9;86;41;25/03/16
8;3;"201505";657;364;7854;2145.36;80;51;25/03/16
9;1;"201505";518;194;7697;3723.97;42;39;25/03/16
9;2;"201505";803;41;4119;7293.07;21;18;25/03/16
9;3;"201505";6;148;2711;8511.56;75;51;25/03/16
10;1;"201505";637;322;1380;7640.68;33;92;25/03/16
10;2;"201505";829;100;7750;8206.09;93;8;25/03/16
10;3;"201505";252;480;5575;9326.92;72;63;25/03/16
11;1;"201505";884;190;689;6123.47;84;79;25/03/16
11;2;"201505";421;313;4581;3070.54;94;83;25/03/16
11;3;"201505";786;168;2912;3043.9;77;31;25/03/16
12;1;"201505";966;854;2991;795.84;94;11;25/03/16
12;2;"201505";791;289;5942;3685.39;91;30;25/03/16
12;3;"201505";855;955;872;6332.12;58;35;25/03/16
25;1;"201505";474;655;8754;5121.41;81;78;25/03/16
25;2;"201505";311;721;4795;8378.15;99;20;25/03/16
25;3;"201505";139;449;955;353.68;77;97;25/03/16
32;2;"201505";461;143;2885;9787.69;39;19;25/03/16
32;3;"201505";278;640;7527;3391.81;20;18;25/03/16
1;1;"201505";56;815;7471;9373.22;15;89;25/03/16
6;3;"201411";752;557;98508;99810;1.94;1.28;25/03/16
7;1;"201411";7;492;86592;48143;2.75;6.97;25/03/16
7;2;"201411";62;650;95063;59952;6.53;5.7;25/03/16
7;3;"201411";888;81;74941;91629;3.5;8.55;25/03/16
8;1;"201411";776;506;82956;89383;2.39;7.37;25/03/16
8;2;"201411";449;418;18664;17945;0.82;7.34;25/03/16
8;3;"201411";2;599;87125;98077;3.62;7.99;25/03/16
9;1;"201411";31;792;38591;32309;9.8;5.93;25/03/16
9;2;"201411";239;828;50104;40134;9.17;6.83;25/03/16
9;3;"201411";226;161;57793;72496;8.85;7.23;25/03/16
10;1;"201411";997;656;87856;39510;7.07;6.1;25/03/16
10;2;"201411";832;759;90671;49095;3.76;0.32;25/03/16
10;3;"201411";503;383;20341;18637;5.1;3.4;25/03/16
1;1;"201411";128;989;80555;17369;0.83;3.2;25/03/16
1;2;"201411";985;303;2934;86340;0.12;8.47;25/03/16
1;3;"201411";451;974;86863;24099;1.42;4.15;25/03/16
43;1;"201411";337;232;95317;97678;2.99;1.43;25/03/16
43;2;"201411";902;63;94495;6397;4.44;0.63;25/03/16
43;3;"201411";867;107;44526;39975;0.52;7.62;25/03/16
44;1;"201411";422;595;43886;9204;5.95;0.52;25/03/16
44;2;"201411";299;830;70290;49315;1.45;5.57;25/03/16
44;3;"201411";420;567;96678;12405;3.89;7.47;25/03/16
45;1;"201411";975;497;73542;94658;6.89;0.45;25/03/16
45;2;"201411";961;444;17960;48072;0.68;2.1;25/03/16
45;3;"201411";963;864;53802;21676;1.11;1.62;25/03/16
46;1;"201411";762;34;17213;60571;9.73;4.93;25/03/16
46;2;"201411";755;887;50767;54234;7.4;9.25;25/03/16
46;3;"201411";457;990;14729;73338;2.33;9.87;25/03/16
25;1;"201411";32;279;98250;2089;0.88;2.65;25/03/16
25;2;"201411";181;748;81982;3153;7.42;1.09;25/03/16
25;3;"201411";525;700;2784;29502;8.44;7.96;25/03/16
26;1;"201411";209;271;4216;38069;7.19;1.34;25/03/16
26;2;"201411";656;49;80465;71162;0.24;2.23;25/03/16
26;3;"201411";17;602;61412;28724;9.82;7.92;25/03/16
27;1;"201411";624;881;22953;83843;2.9;3.34;25/03/16
27;2;"201411";770;473;85821;87891;0.13;5.1;25/03/16
27;3;"201411";371;669;38825;35410;5.58;7.15;25/03/16
28;1;"201411";170;11;13772;63187;3.05;4.05;25/03/16
28;2;"201411";430;768;19709;42629;4.24;7.26;25/03/16
28;3;"201411";459;418;2393;94562;6.39;7.14;25/03/16
29;1;"201411";155;565;95369;38182;5.09;3.74;25/03/16
29;2;"201411";911;119;4210;80837;5.47;3.6;25/03/16
29;3;"201411";320;482;89648;24973;5.63;9.66;25/03/16
30;1;"201411";284;801;95679;46338;8.63;4.64;25/03/16
30;2;"201411";213;125;9327;29707;0.63;9.17;25/03/16
30;3;"201411";953;983;5602;92531;4.03;8.01;25/03/16
31;1;"201411";913;129;82350;50514;8.76;5.66;25/03/16
31;2;"201411";749;988;16445;1544;1.79;8.78;25/03/16
31;3;"201411";51;534;78656;95735;2.07;2.51;25/03/16
15;1;"201411";560;960;3361;91176;4.62;8.12;25/03/16
15;2;"201411";533;351;53341;11009;4.59;4.89;25/03/16
15;3;"201411";93;444;69851;72096;9.8;9.34;25/03/16
32;1;"201411";920;755;58930;23190;9.75;1.47;25/03/16
32;2;"201411";793;314;6942;7056;3.62;6.79;25/03/16
32;3;"201411";443;683;92258;31805;1.92;0.89;25/03/16
33;1;"201411";617;867;31034;56087;7;2.53;25/03/16
33;2;"201411";647;28;31287;4805;7.48;6.91;25/03/16
33;3;"201411";844;538;6330;91394;2.08;5.77;25/03/16
34;1;"201411";43;744;36147;48690;5.1;5.11;25/03/16
34;2;"201411";861;752;54242;39847;4.89;9.84;25/03/16
34;3;"201411";107;326;73761;66857;1.78;8.26;25/03/16
35;1;"201411";611;508;57289;24237;7.06;3.9;25/03/16
35;2;"201411";896;670;42111;51664;8.02;6.98;25/03/16
35;3;"201411";314;639;83932;93222;5.39;5.58;25/03/16
36;1;"201411";357;783;84226;13848;4.94;3.78;25/03/16
36;2;"201411";210;268;4471;50943;1.85;1.47;25/03/16
36;3;"201411";747;952;66542;69833;2.5;0.32;25/03/16
37;1;"201411";442;165;9124;48335;1.56;0.78;25/03/16
37;2;"201411";53;831;98304;81303;5.6;5.33;25/03/16
37;3;"201411";857;298;1047;27836;7.08;3.21;25/03/16
38;1;"201411";973;591;16328;17910;1.56;4.22;25/03/16
38;2;"201411";617;84;33889;74304;0.95;0.09;25/03/16
38;3;"201411";783;750;34020;79395;5.74;3.4;25/03/16
39;1;"201411";922;160;58901;11032;1.41;4.8;25/03/16
39;2;"201411";159;869;60428;8925;7.05;1.7;25/03/16
39;3;"201411";924;630;74430;30224;8.41;3.82;25/03/16
40;1;"201411";927;272;25428;38839;6.71;8.48;25/03/16
40;2;"201411";351;126;37676;81366;3.59;9.77;25/03/16
40;3;"201411";187;58;46405;53443;1.86;2.23;25/03/16
41;1;"201411";460;364;28086;85423;9.48;0.42;25/03/16
41;2;"201411";928;677;28706;91249;3.66;2.4;25/03/16
41;3;"201411";918;328;27281;59465;0.06;3.22;25/03/16
42;1;"201411";457;70;86525;97399;4.23;3.83;25/03/16
42;2;"201411";314;666;19410;847;0.2;7.45;25/03/16
42;3;"201411";343;196;87090;65199;2.44;0.24;25/03/16
48;1;"201411";665;961;87150;58266;4.78;1.98;25/03/16
48;2;"201411";179;592;10229;58753;0.55;3.93;25/03/16
48;3;"201411";838;784;26652;64935;3.03;3.44;25/03/16
47;1;"201411";722;786;83454;56179;6.2;1.89;25/03/16
47;2;"201411";70;555;87580;44918;2.42;9.7;25/03/16
47;3;"201411";847;990;54007;44739;7.87;9.35;25/03/16
11;1;"201410";919;190;1091;22723;6.77;2.57;25/03/16
11;2;"201410";633;321;83056;40136;6.44;3.96;25/03/16
11;3;"201410";769;105;99620;86571;5.6;3.88;25/03/16
12;1;"201410";670;158;86313;37182;5.03;6.5;25/03/16
12;2;"201410";609;32;24114;24058;0.86;5.01;25/03/16
12;3;"201410";610;182;832;93087;9.95;8.41;25/03/16
13;1;"201410";910;700;95708;90480;0.59;6.61;25/03/16
13;2;"201410";229;305;60832;47874;1.13;5.69;25/03/16
13;3;"201410";516;143;38260;82275;2.98;7.95;25/03/16
14;1;"201410";327;909;79016;39411;4.58;8.2;25/03/16
14;2;"201410";310;926;87166;5909;0.95;1.89;25/03/16
14;3;"201410";773;704;25085;79624;3.96;4.25;25/03/16
2;1;"201410";859;675;96226;31766;9.01;9.65;25/03/16
16;1;"201410";311;875;35403;4220;9;1.78;25/03/16
16;2;"201410";945;512;33221;34168;8.77;5.06;25/03/16
16;3;"201410";151;723;85271;49944;8.5;3.12;25/03/16
17;1;"201410";875;671;2445;40249;2.9;5.32;25/03/16
17;2;"201410";393;170;75677;48698;6.47;3.94;25/03/16
17;3;"201410";439;607;34608;57527;1.05;1.35;25/03/16
18;1;"201410";690;375;17239;50213;3.95;9.01;25/03/16
18;2;"201410";635;167;55220;70671;5.83;6.24;25/03/16
18;3;"201410";180;434;32025;42634;8.2;2.45;25/03/16
19;1;"201410";304;644;24011;23436;4.99;3.74;25/03/16
19;2;"201410";507;6;52601;33566;5.21;1.83;25/03/16
19;3;"201410";389;815;86989;83707;1.01;4.71;25/03/16
20;1;"201410";847;584;26941;27634;3.46;4.53;25/03/16
20;2;"201410";132;833;66395;14354;9.64;0.73;25/03/16
20;3;"201410";84;351;59262;76064;9.21;5.12;25/03/16
21;1;"201410";490;473;73271;37977;2.01;6.36;25/03/16
21;2;"201410";292;996;80349;11534;1.53;4.52;25/03/16
21;3;"201410";311;419;44661;48609;2.53;9.38;25/03/16
22;1;"201410";239;498;66047;76748;4.54;8.59;25/03/16
22;2;"201410";993;976;90133;35197;6.27;9.55;25/03/16
22;3;"201410";754;383;19114;21723;2.19;0.25;25/03/16
23;1;"201410";21;936;586;37949;4.09;4.07;25/03/16
23;2;"201410";78;4;375;42053;4.12;5.16;25/03/16
23;3;"201410";175;642;91796;18292;2.54;7.46;25/03/16
24;1;"201410";38;906;3159;64397;1.71;9.53;25/03/16
24;2;"201410";247;609;45700;21299;8.02;6.05;25/03/16
24;3;"201410";618;148;59760;82961;5.73;3.86;25/03/16
2;2;"201410";927;488;25699;70800;6.25;2.84;25/03/16
2;3;"201410";356;151;36842;97384;3.33;8.22;25/03/16
3;1;"201410";413;34;94969;72393;5.43;2.57;25/03/16
3;2;"201410";987;931;55708;21661;9.66;7.05;25/03/16
3;3;"201410";265;742;71296;3595;4.45;3.06;25/03/16
4;1;"201410";205;168;5892;52309;4.42;5.83;25/03/16
4;2;"201410";157;527;32878;27918;1.4;7.28;25/03/16
4;3;"201410";631;702;16105;13657;9.24;8.54;25/03/16
5;1;"201410";475;356;82440;27928;6.14;9.41;25/03/16
5;2;"201410";516;946;96194;20432;5.5;9.4;25/03/16
5;3;"201410";482;503;34340;49698;5.14;7.8;25/03/16
6;1;"201410";642;459;12905;51554;2.44;9.22;25/03/16
6;2;"201410";306;151;5215;94749;0.44;5.94;25/03/16
6;3;"201410";643;290;67364;1629;6.26;9.86;25/03/16
7;1;"201410";457;315;53930;63716;9.22;5.93;25/03/16
7;2;"201410";161;328;23638;83246;2.14;0.17;25/03/16
7;3;"201410";271;106;84742;32371;1.46;1.51;25/03/16
8;1;"201410";647;444;28465;65252;2.07;6;25/03/16
8;2;"201410";386;107;96806;62890;9.15;0.51;25/03/16
8;3;"201410";334;691;35585;25241;5.09;1.42;25/03/16
9;1;"201410";139;933;42570;93106;7.44;6.14;25/03/16
9;2;"201410";361;720;46120;90940;2.28;6.87;25/03/16
9;3;"201410";776;747;47751;29485;7.42;1.98;25/03/16
10;1;"201410";886;794;2964;90153;7.6;0.17;25/03/16
10;2;"201410";101;119;95817;74058;8.44;7.28;25/03/16
10;3;"201410";311;504;14658;73608;1.63;0.81;25/03/16
1;1;"201410";581;13;89186;27445;4.43;5.64;25/03/16
1;2;"201410";242;165;57440;19162;0.38;4.89;25/03/16
1;3;"201410";177;816;27259;15861;4.18;2;25/03/16
43;1;"201410";624;634;76641;17038;4;7.65;25/03/16
43;2;"201410";956;75;45862;40781;8.07;6.29;25/03/16
43;3;"201410";180;498;22891;34091;1.12;2.81;25/03/16
44;1;"201410";415;666;96330;18079;3.59;0.46;25/03/16
44;2;"201410";49;119;86711;82351;1.25;2.88;25/03/16
44;3;"201410";523;591;91152;6361;6.33;2.09;25/03/16
45;1;"201410";756;361;1666;70881;7.17;7.48;25/03/16
45;2;"201410";744;485;73171;26879;7.87;5.21;25/03/16
45;3;"201410";262;411;19598;16001;6.7;0.23;25/03/16
46;1;"201410";780;799;34347;53103;4.99;2.21;25/03/16
46;2;"201410";428;813;63308;64919;3.37;9.58;25/03/16
46;3;"201410";293;793;30535;67887;3;9.42;25/03/16
25;1;"201410";173;722;16022;42454;8.35;7.21;25/03/16
25;2;"201410";362;118;47090;36689;0.22;3.66;25/03/16
25;3;"201410";887;149;63282;83903;5.87;9.52;25/03/16
26;1;"201410";153;882;35299;88535;6.91;7.64;25/03/16
26;2;"201410";323;503;66823;37319;7.95;8.26;25/03/16
26;3;"201410";991;772;68662;97235;2.55;3.63;25/03/16
27;1;"201410";523;331;32842;77646;0.09;8.61;25/03/16
27;2;"201410";746;25;47878;63930;5.78;7.68;25/03/16
27;3;"201410";555;998;88369;34012;6.73;4.35;25/03/16
28;1;"201410";546;225;15530;4643;2.4;6.95;25/03/16
28;2;"201410";608;48;75460;29035;3.27;2.96;25/03/16
28;3;"201410";522;667;42799;7839;2.74;3.66;25/03/16
29;1;"201410";915;145;18204;39423;9.56;6.41;25/03/16
29;2;"201410";781;168;13763;15278;1.8;6.77;25/03/16
29;3;"201410";344;147;53499;48166;3.57;7.68;25/03/16
30;1;"201410";361;471;80938;32571;2.11;0.67;25/03/16
30;2;"201410";884;335;73416;62714;9.93;7.36;25/03/16
30;3;"201410";389;71;41183;86539;9.45;4.12;25/03/16
31;1;"201410";452;955;84897;18073;0.3;4.81;25/03/16
31;2;"201410";616;708;62718;18494;2.11;9.69;25/03/16
31;3;"201410";545;370;3453;13471;7.16;9.39;25/03/16
15;1;"201410";627;589;34408;58991;2.96;2.41;25/03/16
15;2;"201410";719;787;19159;20184;4.45;2.15;25/03/16
15;3;"201410";335;909;75390;51503;8.69;9.05;25/03/16
32;1;"201410";247;175;72048;609;5.39;9.35;25/03/16
32;2;"201410";982;234;8831;46304;6.27;6.07;25/03/16
32;3;"201410";37;12;77327;29479;6.03;1.14;25/03/16
33;1;"201410";14;381;29975;74023;8.31;1.18;25/03/16
33;2;"201410";917;428;85973;12930;2.63;1.84;25/03/16
33;3;"201410";559;3;41354;47029;3.28;2.71;25/03/16
34;1;"201410";592;553;98216;19122;3.68;9.2;25/03/16
34;2;"201410";832;635;85642;85919;4.99;7.57;25/03/16
34;3;"201410";97;253;9889;35715;9.04;1.92;25/03/16
35;1;"201410";948;845;58085;96969;8.93;0.52;25/03/16
35;2;"201410";754;644;42379;53387;0.68;2.98;25/03/16
35;3;"201410";427;152;71298;40486;2.51;0.04;25/03/16
36;1;"201410";351;104;79665;23236;8.51;8.04;25/03/16
36;2;"201410";358;645;16542;77608;9.69;3.1;25/03/16
36;3;"201410";925;313;85222;12440;0.76;0.75;25/03/16
37;1;"201410";668;921;42334;83274;0.6;3.12;25/03/16
37;2;"201410";354;951;42296;87942;1.24;8;25/03/16
37;3;"201410";977;582;27695;10472;8.22;6.9;25/03/16
38;1;"201410";134;247;67997;97142;1.83;6.49;25/03/16
38;2;"201410";270;206;85782;69340;7.22;5.51;25/03/16
38;3;"201410";441;526;21882;12249;2.35;0.9;25/03/16
39;1;"201410";770;383;8360;10581;3.33;1.82;25/03/16
39;2;"201410";729;982;34498;79358;1.06;9.04;25/03/16
39;3;"201410";365;607;89589;55692;3.33;3.35;25/03/16
40;1;"201410";481;98;67331;10596;1.42;6.97;25/03/16
40;2;"201410";902;7;83080;3073;6.17;0.38;25/03/16
40;3;"201410";421;791;33614;2390;4.72;5.81;25/03/16
41;1;"201410";101;381;40493;93549;9.1;7.56;25/03/16
41;2;"201410";356;110;79636;17572;6.22;2.44;25/03/16
41;3;"201410";503;483;41790;14002;8.95;6.99;25/03/16
42;1;"201410";393;899;59490;91504;9.18;1.01;25/03/16
42;2;"201410";432;455;73713;81505;5.75;9.19;25/03/16
42;3;"201410";64;183;87036;1541;1.3;4.25;25/03/16
48;1;"201410";5;254;44602;82217;4.88;8.72;25/03/16
48;2;"201410";394;244;35818;64150;0.01;2.85;25/03/16
48;3;"201410";253;880;7925;67961;5.17;8.06;25/03/16
47;1;"201410";623;565;33171;86440;3.43;9.23;25/03/16
47;2;"201410";935;550;96877;4164;9.47;4.42;25/03/16
47;3;"201410";856;628;15563;84489;6.93;4.95;25/03/16
11;1;"201409";986;964;23062;50459;0.48;4.28;25/03/16
11;2;"201409";997;257;86216;5909;2.13;5.18;25/03/16
11;3;"201409";512;408;59536;63812;6.32;4.84;25/03/16
12;1;"201409";371;741;7524;53105;2.13;3.8;25/03/16
12;2;"201409";541;268;85083;2099;7.61;6.85;25/03/16
12;3;"201409";339;504;702;69381;1.78;1.18;25/03/16
13;1;"201409";405;853;90819;93236;5.14;6.51;25/03/16
13;2;"201409";431;262;76469;27671;6.71;0.98;25/03/16
13;3;"201409";29;78;67271;97126;0.18;1.19;25/03/16
14;1;"201409";460;40;12483;41132;5.86;2.76;25/03/16
14;2;"201409";878;700;92716;23373;6.57;0.36;25/03/16
14;3;"201409";954;575;67101;39097;3.41;5.39;25/03/16
2;1;"201409";681;45;6753;62395;2.67;7.95;25/03/16
2;2;"201409";993;499;73836;19914;0.54;4.8;25/03/16
2;3;"201409";554;845;87851;23434;6.65;7.68;25/03/16
16;1;"201409";325;238;68346;89191;8.13;0.2;25/03/16
16;2;"201409";989;223;36794;54331;6.24;5.89;25/03/16
16;3;"201409";422;935;90578;62430;7.17;9.62;25/03/16
17;1;"201409";574;722;91060;64598;4.66;0.65;25/03/16
17;2;"201409";164;372;56629;67943;7.24;5.51;25/03/16
17;3;"201409";806;105;89478;84783;0.17;1.95;25/03/16
18;1;"201409";114;947;93331;38612;9.55;9.19;25/03/16
18;2;"201409";603;261;72259;91101;5.36;5.41;25/03/16
18;3;"201409";92;763;51868;28220;1.9;9.54;25/03/16
19;1;"201409";496;112;40273;35079;1.56;4.23;25/03/16
19;2;"201409";985;803;29331;37542;1.51;5.2;25/03/16
19;3;"201409";955;137;37135;13752;8.2;6.41;25/03/16
20;1;"201409";274;358;3342;25497;3.82;2.21;25/03/16
20;2;"201409";794;724;37719;45465;1.15;2.86;25/03/16
20;3;"201409";764;914;49869;6909;5.7;0.17;25/03/16
21;1;"201409";836;35;32619;83601;8.73;4.92;25/03/16
21;2;"201409";453;659;37543;58211;9.51;7.24;25/03/16
21;3;"201409";64;552;15264;30681;8.94;9.37;25/03/16
22;1;"201409";636;198;75867;50736;6.65;1.89;25/03/16
22;2;"201409";859;919;91345;44711;6.87;6.28;25/03/16
22;3;"201409";948;128;32406;33378;1.63;5.66;25/03/16
23;1;"201409";859;562;92821;17774;5.53;4.38;25/03/16
23;2;"201409";836;117;77706;60835;3.69;1.59;25/03/16
23;3;"201409";485;777;42710;45624;7.62;7.04;25/03/16
24;1;"201409";977;818;22262;71719;7.63;6.35;25/03/16
24;2;"201409";64;916;94229;63276;2.18;2.56;25/03/16
24;3;"201409";559;568;58417;21675;9.91;2.46;25/03/16
3;1;"201409";729;290;13678;80085;5.76;5.57;25/03/16
3;2;"201409";312;313;52542;20264;5.71;8.68;25/03/16
3;3;"201409";157;46;63658;40542;5.3;9.87;25/03/16
4;1;"201409";560;132;91108;24642;5.82;1.94;25/03/16
4;2;"201409";652;328;80272;88690;5.93;5.71;25/03/16
4;3;"201409";778;998;50532;17034;8.58;3.91;25/03/16
5;1;"201409";130;705;37757;92917;1.44;6.65;25/03/16
5;2;"201409";434;394;92560;80646;1.22;7.28;25/03/16
5;3;"201409";731;960;88255;37169;1.12;6.26;25/03/16
6;1;"201409";965;418;99608;98805;8.6;6.31;25/03/16
6;2;"201409";417;247;2066;25229;6.13;4.72;25/03/16
6;3;"201409";942;472;45424;33881;1.23;9.17;25/03/16
7;1;"201409";24;935;64620;30525;8.36;5.18;25/03/16
7;2;"201409";627;46;10798;74283;4.24;9.59;25/03/16
